date,state,district,market,crop_type,arrivals_quintals,min_price_rs_quintal,max_price_rs_quintal,modal_price_rs_quintal
2024-11-04,Maharashtra,Sangli,Sangli,TURMERIC,1.2,12000,15800,13900
2024-10-16,Maharashtra,Sangli,Sangli,TURMERIC,12.6,10000,14775,12388
2024-10-14,Maharashtra,Sangli,Sangli,TURMERIC,18,12000,13425,12713
2024-10-11,Maharashtra,Sangli,Sangli,TURMERIC,3.8,13100,14900,14000
2024-10-09,Maharashtra,Sangli,Sangli,TURMERIC,3.6,14000,16350,15175
2024-09-25,Maharashtra,Sangli,Sangli,TURMERIC,1,13100,19000,16050
2024-09-09,Maharashtra,Sangli,Sangli,TURMERIC,3.8,12300,15700,14000
2024-08-28,Maharashtra,Sangli,Sangli,TURMERIC,0.4,10050,13200,11625
2024-07-26,Maharashtra,Sangli,Sangli,TURMERIC,,11500,17660,14580
2024-07-24,Maharashtra,Sangli,Sangli,TURMERIC,,11000,18000,14500
2024-07-12,Maharashtra,Sangli,Sangli,TURMERIC,,12500,17050,14775
2024-07-10,Maharashtra,Sangli,Sangli,TURMERIC,,13300,18000,15650
2024-07-08,Maharashtra,Sangli,Sangli,TURMERIC,,13500,18100,15800
2024-07-03,Maharashtra,Sangli,Sangli,TURMERIC,,13800,18000,15900
2024-07-01,Maharashtra,Sangli,Sangli,TURMERIC,,13500,17600,15550
2024-06-26,Maharashtra,Sangli,Sangli,TURMERIC,,14500,20600,17550
2024-06-21,Maharashtra,Sangli,Sangli,TURMERIC,,14500,19000,16750
2024-06-14,Maharashtra,Sangli,Sangli,TURMERIC,,15000,18410,16705
2024-05-25,Maharashtra,Sangli,Sangli,TURMERIC,367.6,16000,22000,19000
2024-05-22,Maharashtra,Sangli,Sangli,TURMERIC,145.2,15500,20000,17750
2024-05-21,Maharashtra,Sangli,Sangli,TURMERIC,408.5,15700,22300,19000
2024-05-20,Maharashtra,Sangli,Sangli,TURMERIC,201.1,16000,21400,18700
2024-05-18,Maharashtra,Sangli,Sangli,TURMERIC,482.9,14500,20500,17500
2024-05-17,Maharashtra,Sangli,Sangli,TURMERIC,273.4,14200,20300,17250
2024-05-16,Maharashtra,Sangli,Sangli,TURMERIC,483.2,14500,21300,17900
2024-05-15,Maharashtra,Sangli,Sangli,TURMERIC,312,14000,18100,16050
2024-05-14,Maharashtra,Sangli,Sangli,TURMERIC,483.6,14400,20010,17205
2024-05-13,Maharashtra,Sangli,Sangli,TURMERIC,514.9,14500,20200,17350
2024-05-11,Maharashtra,Sangli,Sangli,TURMERIC,569.8,14500,22000,18250
2024-05-09,Maharashtra,Sangli,Sangli,TURMERIC,537.5,14500,19900,17200
2024-04-30,Maharashtra,Sangli,Sangli,TURMERIC,539.6,14700,22300,18500
2024-04-29,Maharashtra,Sangli,Sangli,TURMERIC,725.3,14500,21100,17800
2024-04-26,Maharashtra,Sangli,Sangli,TURMERIC,512.4,14500,21600,18050
2024-04-25,Maharashtra,Sangli,Sangli,TURMERIC,505.2,14100,21000,17550
2024-04-24,Maharashtra,Sangli,Sangli,TURMERIC,1292.8,14200,22000,18100
2024-04-22,Maharashtra,Sangli,Sangli,TURMERIC,1051.6,14000,22000,18000
2024-04-19,Maharashtra,Sangli,Sangli,TURMERIC,1285.5,15300,23500,19400
2024-04-15,Maharashtra,Sangli,Sangli,TURMERIC,1384,15000,21050,18025
2024-04-06,Maharashtra,Sangli,Sangli,TURMERIC,1599,13500,22000,17750
2024-03-26,Maharashtra,Sangli,Sangli,TURMERIC,2130.6,16500,70000,43250
2024-03-23,Maharashtra,Sangli,Sangli,TURMERIC,2287.4,15500,22200,18850
2024-03-22,Maharashtra,Sangli,Sangli,TURMERIC,857.8,15000,25000,20000
2024-03-20,Maharashtra,Sangli,Sangli,TURMERIC,1798,15900,61000,38450
2024-03-19,Maharashtra,Sangli,Sangli,TURMERIC,549.6,15500,27000,21250
2024-03-18,Maharashtra,Sangli,Sangli,TURMERIC,1649.3,15400,25200,20300
2024-03-16,Maharashtra,Sangli,Sangli,TURMERIC,1817.6,15200,22000,18600
2024-03-15,Maharashtra,Sangli,Sangli,TURMERIC,1996.7,14800,26200,20500
2024-03-14,Maharashtra,Sangli,Sangli,TURMERIC,1984.3,15000,35000,25000
2024-03-13,Maharashtra,Sangli,Sangli,TURMERIC,1990.3,15000,26000,20500
2024-03-12,Maharashtra,Sangli,Sangli,TURMERIC,1785.7,15700,27000,21350
2024-03-11,Maharashtra,Sangli,Sangli,TURMERIC,2108.3,17500,51000,34250
2024-03-09,Maharashtra,Sangli,Sangli,TURMERIC,144,12900,17600,15250
2024-03-07,Maharashtra,Sangli,Sangli,TURMERIC,1950.9,13500,29000,21250
2024-03-06,Maharashtra,Sangli,Sangli,TURMERIC,1288.5,13200,35000,24100
2024-03-04,Maharashtra,Sangli,Sangli,TURMERIC,1296,13500,27000,20250
2024-03-02,Maharashtra,Sangli,Sangli,TURMERIC,1352.1,14700,32000,23350
2024-03-01,Maharashtra,Sangli,Sangli,TURMERIC,1410.8,14000,24000,19000
2024-02-29,Maharashtra,Sangli,Sangli,TURMERIC,1608.9,14000,31000,22500
2024-02-17,Maharashtra,Sangli,Sangli,TURMERIC,208,12000,25800,18900
2024-02-02,Maharashtra,Sangli,Sangli,TURMERIC,16,10500,31000,20750
2024-01-29,Maharashtra,Sangli,Sangli,TURMERIC,57,7500,14600,11050
2024-01-24,Maharashtra,Sangli,Sangli,TURMERIC,3,8000,16000,12000
2024-01-19,Maharashtra,Sangli,Sangli,TURMERIC,49,6500,11800,9150
2024-01-05,Maharashtra,Sangli,Sangli,TURMERIC,2,7500,13000,10250
2023-12-27,Maharashtra,Sangli,Sangli,TURMERIC,11,7000,12725,9863
2023-12-22,Maharashtra,Sangli,Sangli,TURMERIC,61,7500,14220,10860
2023-12-20,Maharashtra,Sangli,Sangli,TURMERIC,2,6800,13500,10150
2023-11-06,Maharashtra,Sangli,Sangli,TURMERIC,1,6500,12400,9450
2023-11-02,Maharashtra,Sangli,Sangli,TURMERIC,,6000,13000,9500
2023-10-16,Maharashtra,Sangli,Sangli,TURMERIC,27,7300,15000,11150
2023-08-28,Maharashtra,Sangli,Sangli,TURMERIC,8,8500,18000,13250
2023-08-25,Maharashtra,Sangli,Sangli,TURMERIC,31,8500,18000,13250
2023-08-23,Maharashtra,Sangli,Sangli,TURMERIC,40,6500,17500,12000
2023-08-21,Maharashtra,Sangli,Sangli,TURMERIC,34,7500,18000,12750
2023-08-14,Maharashtra,Sangli,Sangli,TURMERIC,77,7500,16750,12125
2023-08-12,Maharashtra,Sangli,Sangli,TURMERIC,285,7200,16100,11650
2023-08-11,Maharashtra,Sangli,Sangli,TURMERIC,125,7500,18000,12750
2023-08-09,Maharashtra,Sangli,Sangli,TURMERIC,87,7800,20000,13900
2023-08-07,Maharashtra,Sangli,Sangli,TURMERIC,117,7800,16000,11900
2023-08-04,Maharashtra,Sangli,Sangli,TURMERIC,87,8300,20100,14200
2023-08-02,Maharashtra,Sangli,Sangli,TURMERIC,88,8400,20100,14250
2023-07-28,Maharashtra,Sangli,Sangli,TURMERIC,92,8000,16200,12100
2023-07-26,Maharashtra,Sangli,Sangli,TURMERIC,84,8000,19500,13750
2023-07-24,Maharashtra,Sangli,Sangli,TURMERIC,123,8000,18500,13250
2023-07-21,Maharashtra,Sangli,Sangli,TURMERIC,123,8000,17200,12600
2023-07-19,Maharashtra,Sangli,Sangli,TURMERIC,110,6000,17500,11750
2023-07-14,Maharashtra,Sangli,Sangli,TURMERIC,153,6400,15500,10950
2023-07-12,Maharashtra,Sangli,Sangli,TURMERIC,276,6300,14400,10350
2023-07-10,Maharashtra,Sangli,Sangli,TURMERIC,115,6000,15000,10500
2023-07-07,Maharashtra,Sangli,Sangli,TURMERIC,232,5500,12500,9000
2023-07-05,Maharashtra,Sangli,Sangli,TURMERIC,207,5500,11000,8250
2023-06-28,Maharashtra,Sangli,Sangli,TURMERIC,261,6000,9750,7875
2023-06-26,Maharashtra,Sangli,Sangli,TURMERIC,274,6000,10100,8050
2023-06-23,Maharashtra,Sangli,Sangli,TURMERIC,192,6000,11000,8500
2023-06-21,Maharashtra,Sangli,Sangli,TURMERIC,303,6000,12000,9000
2023-06-19,Maharashtra,Sangli,Sangli,TURMERIC,356,6000,12700,9350
2023-06-16,Maharashtra,Sangli,Sangli,TURMERIC,333,6000,9800,7900
2023-06-12,Maharashtra,Sangli,Sangli,TURMERIC,305,6000,10400,8200
2023-06-09,Maharashtra,Sangli,Sangli,TURMERIC,432,6000,9500,7750
2023-06-08,Maharashtra,Sangli,Sangli,TURMERIC,411,6000,8000,7000
2023-06-07,Maharashtra,Sangli,Sangli,TURMERIC,373,6000,10000,8000
2023-06-06,Maharashtra,Sangli,Sangli,TURMERIC,404,6000,11700,8850
2023-06-05,Maharashtra,Sangli,Sangli,TURMERIC,573,6000,10350,8175
2023-06-02,Maharashtra,Sangli,Sangli,TURMERIC,836,6000,8000,7000
2023-06-01,Maharashtra,Sangli,Sangli,TURMERIC,562,6000,10600,8300
2023-05-31,Maharashtra,Sangli,Sangli,TURMERIC,708,6000,8855,7428
2023-05-30,Maharashtra,Sangli,Sangli,TURMERIC,534,6000,10800,8400
2023-05-29,Maharashtra,Sangli,Sangli,TURMERIC,390,6000,12000,9000
2023-05-27,Maharashtra,Sangli,Sangli,TURMERIC,616,6000,10200,8100
2023-05-26,Maharashtra,Sangli,Sangli,TURMERIC,563,6000,11000,8500
2023-05-25,Maharashtra,Sangli,Sangli,TURMERIC,968,6000,10900,8450
2023-05-24,Maharashtra,Sangli,Sangli,TURMERIC,1069,6000,11700,8850
2023-05-23,Maharashtra,Sangli,Sangli,TURMERIC,676,6000,8400,7200
2023-05-22,Maharashtra,Sangli,Sangli,TURMERIC,1316,6000,13600,9800
2023-05-20,Maharashtra,Sangli,Sangli,TURMERIC,844,6000,12000,9000
2023-05-18,Maharashtra,Sangli,Sangli,TURMERIC,724,6000,11800,8900
2023-05-16,Maharashtra,Sangli,Sangli,TURMERIC,2275,6000,13000,9500
2023-05-15,Maharashtra,Sangli,Sangli,TURMERIC,1168,6000,12100,9050
2023-05-13,Maharashtra,Sangli,Sangli,TURMERIC,656,6000,12500,9250
2023-05-12,Maharashtra,Sangli,Sangli,TURMERIC,1823,6000,11100,8550
2023-05-11,Maharashtra,Sangli,Sangli,TURMERIC,1098,6000,14000,10000
2023-05-10,Maharashtra,Sangli,Sangli,TURMERIC,1040,6000,15000,10500
2023-05-09,Maharashtra,Sangli,Sangli,TURMERIC,1189,6000,12500,9250
2023-05-06,Maharashtra,Sangli,Sangli,TURMERIC,1077,6000,13200,9600
2023-05-04,Maharashtra,Sangli,Sangli,TURMERIC,1534,6000,12800,9400
2023-05-03,Maharashtra,Sangli,Sangli,TURMERIC,1806,6000,11600,8800
2023-05-02,Maharashtra,Sangli,Sangli,TURMERIC,857,6000,11500,8750
2023-04-24,Maharashtra,Sangli,Sangli,TURMERIC,1987,6000,11600,8800
2023-04-21,Maharashtra,Sangli,Sangli,TURMERIC,2684,6000,11600,8800
2023-04-19,Maharashtra,Sangli,Sangli,TURMERIC,3795,6000,12000,9000
2023-04-18,Maharashtra,Sangli,Sangli,TURMERIC,2790,6000,11600,8800
2023-04-17,Maharashtra,Sangli,Sangli,TURMERIC,2936,6000,12250,9125
2023-04-15,Maharashtra,Sangli,Sangli,TURMERIC,2857,6000,13200,9600
2023-04-13,Maharashtra,Sangli,Sangli,TURMERIC,2374,6000,12300,9150
2023-04-12,Maharashtra,Sangli,Sangli,TURMERIC,2510,6000,11650,8825
2023-04-11,Maharashtra,Sangli,Sangli,TURMERIC,3011,6000,12600,9300
2023-04-10,Maharashtra,Sangli,Sangli,TURMERIC,2433,6000,13600,9800
2023-04-08,Maharashtra,Sangli,Sangli,TURMERIC,1965,6000,12000,9000
2023-04-06,Maharashtra,Sangli,Sangli,TURMERIC,1696,6000,12200,9100
2023-04-05,Maharashtra,Sangli,Sangli,TURMERIC,2365,6000,12700,9350
2023-04-03,Maharashtra,Sangli,Sangli,TURMERIC,3016,6000,13700,9850
2023-03-27,Maharashtra,Sangli,Sangli,TURMERIC,2667,6000,12600,9300
2023-03-24,Maharashtra,Sangli,Sangli,TURMERIC,3835,6000,16610,11305
2023-03-23,Maharashtra,Sangli,Sangli,TURMERIC,2312,6000,11500,8750
2023-03-20,Maharashtra,Sangli,Sangli,TURMERIC,2283,6000,14500,10250
2023-03-18,Maharashtra,Sangli,Sangli,TURMERIC,2455,6000,18500,12250
2023-03-17,Maharashtra,Sangli,Sangli,TURMERIC,2449,6000,12050,9025
2023-03-15,Maharashtra,Sangli,Sangli,TURMERIC,2312,6000,17100,11550
2023-03-14,Maharashtra,Sangli,Sangli,TURMERIC,2389,6000,14000,10000
2023-03-11,Maharashtra,Sangli,Sangli,TURMERIC,2538,6000,15000,10500
2023-03-10,Maharashtra,Sangli,Sangli,TURMERIC,290,6000,15600,10800
2023-03-06,Maharashtra,Sangli,Sangli,TURMERIC,2272,6000,15400,10700
2023-03-04,Maharashtra,Sangli,Sangli,TURMERIC,1880,6000,14000,10000
2023-03-03,Maharashtra,Sangli,Sangli,TURMERIC,2442,6000,17000,11500
2023-03-02,Maharashtra,Sangli,Sangli,TURMERIC,2424,6000,14500,10250
2023-03-01,Maharashtra,Sangli,Sangli,TURMERIC,2821,6000,13600,9800
2023-02-28,Maharashtra,Sangli,Sangli,TURMERIC,2724,6000,16600,11300
2023-02-25,Maharashtra,Sangli,Sangli,TURMERIC,2018,6000,11500,8750
2023-02-24,Maharashtra,Sangli,Sangli,TURMERIC,2538,6000,18000,12000
2023-02-23,Maharashtra,Sangli,Sangli,TURMERIC,1519,6000,16400,11200
2023-02-22,Maharashtra,Sangli,Sangli,TURMERIC,1536,6000,15000,10500
2023-02-21,Maharashtra,Sangli,Sangli,TURMERIC,1534,6000,15200,10600
2023-02-17,Maharashtra,Sangli,Sangli,TURMERIC,1475,6000,14000,10000
2023-02-16,Maharashtra,Sangli,Sangli,TURMERIC,1423,6000,15000,10500
2023-02-15,Maharashtra,Sangli,Sangli,TURMERIC,1187,6000,13200,9600
2023-02-07,Maharashtra,Sangli,Sangli,TURMERIC,166,5000,11411,8206
2023-01-31,Maharashtra,Sangli,Sangli,TURMERIC,93,5000,10100,7550
2023-01-23,Maharashtra,Sangli,Sangli,TURMERIC,48,5000,8121,6561
2023-01-11,Maharashtra,Sangli,Sangli,TURMERIC,7,5000,9425,7213
2023-01-09,Maharashtra,Sangli,Sangli,TURMERIC,4,5000,9800,7400
2023-01-06,Maharashtra,Sangli,Sangli,TURMERIC,6,5000,7850,6425
2023-01-04,Maharashtra,Sangli,Sangli,TURMERIC,6,5000,8625,6813
2023-01-02,Maharashtra,Sangli,Sangli,TURMERIC,67,5000,10000,7500
2022-12-30,Maharashtra,Sangli,Sangli,TURMERIC,8,5000,11800,8400
2022-12-28,Maharashtra,Sangli,Sangli,TURMERIC,5,5000,10100,7550
2022-12-26,Maharashtra,Sangli,Sangli,TURMERIC,4,5000,10200,7600
2022-12-21,Maharashtra,Sangli,Sangli,TURMERIC,5,5000,9550,7275
2022-12-19,Maharashtra,Sangli,Sangli,TURMERIC,2,5000,7950,6475
2022-12-16,Maharashtra,Sangli,Sangli,TURMERIC,4,5000,8300,6650
2022-12-14,Maharashtra,Sangli,Sangli,TURMERIC,5,5000,8575,6788
2022-12-09,Maharashtra,Sangli,Sangli,TURMERIC,5,5000,8000,6500
2022-12-07,Maharashtra,Sangli,Sangli,TURMERIC,4,5000,8000,6500
2022-12-05,Maharashtra,Sangli,Sangli,TURMERIC,6,5000,8000,6500
2022-12-02,Maharashtra,Sangli,Sangli,TURMERIC,72,5000,10000,7500
2022-11-28,Maharashtra,Sangli,Sangli,TURMERIC,6,5000,11500,8250
2022-11-24,Maharashtra,Sangli,Sangli,TURMERIC,6,5000,9450,7225
2022-11-18,Maharashtra,Sangli,Sangli,TURMERIC,8,5000,10100,7550
2022-11-16,Maharashtra,Sangli,Sangli,TURMERIC,7,5000,9050,7025
2022-11-02,Maharashtra,Sangli,Sangli,TURMERIC,7,5000,8500,6750
2022-10-31,Maharashtra,Sangli,Sangli,TURMERIC,5,5000,8550,6775
2022-10-19,Maharashtra,Sangli,Sangli,TURMERIC,107,5000,7500,6250
2022-09-30,Maharashtra,Sangli,Sangli,TURMERIC,14,5000,6550,5745
2022-09-28,Maharashtra,Sangli,Sangli,TURMERIC,19,5000,6800,5900
2022-09-23,Maharashtra,Sangli,Sangli,TURMERIC,19,5000,8340,6670
2022-09-19,Maharashtra,Sangli,Sangli,TURMERIC,32,5000,7375,6188
2022-09-16,Maharashtra,Sangli,Sangli,TURMERIC,51,5000,7775,6388
2022-09-05,Maharashtra,Sangli,Sangli,TURMERIC,20,5000,7650,6325
2022-08-29,Maharashtra,Sangli,Sangli,TURMERIC,14,5000,9300,7150
2022-08-26,Maharashtra,Sangli,Sangli,TURMERIC,8,5000,8300,6650
2022-08-24,Maharashtra,Sangli,Sangli,TURMERIC,16,5000,8700,6850
2022-08-12,Maharashtra,Sangli,Sangli,TURMERIC,30,6000,7400,6700
2022-08-08,Maharashtra,Sangli,Sangli,TURMERIC,16,6000,7220,6610
2022-08-05,Maharashtra,Sangli,Sangli,TURMERIC,16,6000,7710,6855
2022-08-03,Maharashtra,Sangli,Sangli,TURMERIC,20,6000,7700,6850
2022-08-01,Maharashtra,Sangli,Sangli,TURMERIC,22,6000,10100,8050
2022-07-29,Maharashtra,Sangli,Sangli,TURMERIC,20,6000,7750,6875
2022-07-27,Maharashtra,Sangli,Sangli,TURMERIC,31,6000,10000,8000
2022-07-25,Maharashtra,Sangli,Sangli,TURMERIC,21,6000,9000,7500
2022-07-22,Maharashtra,Sangli,Sangli,TURMERIC,15,6000,9400,7700
2022-07-20,Maharashtra,Sangli,Sangli,TURMERIC,17,6000,10400,8200
2022-07-13,Maharashtra,Sangli,Sangli,TURMERIC,5,6000,10000,8000
2022-07-11,Maharashtra,Sangli,Sangli,TURMERIC,14,6000,9350,7675
2022-07-08,Maharashtra,Sangli,Sangli,TURMERIC,48,6000,8800,7400
2022-07-07,Maharashtra,Sangli,Sangli,TURMERIC,34,6000,9400,7700
2022-07-06,Maharashtra,Sangli,Sangli,TURMERIC,59,6000,9560,7780
2022-07-05,Maharashtra,Sangli,Sangli,TURMERIC,10,6000,10151,8076
2022-07-04,Maharashtra,Sangli,Sangli,TURMERIC,8,6000,10000,8000
2022-06-24,Maharashtra,Sangli,Sangli,TURMERIC,14,6000,10250,8125
2022-06-23,Maharashtra,Sangli,Sangli,TURMERIC,25,6000,9000,7500
2022-06-22,Maharashtra,Sangli,Sangli,TURMERIC,12,6000,8700,7350
2022-06-21,Maharashtra,Sangli,Sangli,TURMERIC,610,6000,8825,7413
2022-06-20,Maharashtra,Sangli,Sangli,TURMERIC,28,6000,11750,8875
2022-06-17,Maharashtra,Sangli,Sangli,TURMERIC,114,6000,9300,7650
2022-06-16,Maharashtra,Sangli,Sangli,TURMERIC,155,6000,10100,8050
2022-06-15,Maharashtra,Sangli,Sangli,TURMERIC,17,6000,10700,8350
2022-06-14,Maharashtra,Sangli,Sangli,TURMERIC,93,6000,9250,7625
2022-06-13,Maharashtra,Sangli,Sangli,TURMERIC,112,6000,11000,8500
2022-06-10,Maharashtra,Sangli,Sangli,TURMERIC,241,6000,10800,8400
2022-06-09,Maharashtra,Sangli,Sangli,TURMERIC,78,6000,9900,7950
2022-06-08,Maharashtra,Sangli,Sangli,TURMERIC,221,6000,11400,8700
2022-06-07,Maharashtra,Sangli,Sangli,TURMERIC,111,6000,11200,8600
2022-06-06,Maharashtra,Sangli,Sangli,TURMERIC,161,6000,10700,8350
2022-06-03,Maharashtra,Sangli,Sangli,TURMERIC,104,6000,10900,8450
2022-06-02,Maharashtra,Sangli,Sangli,TURMERIC,167,6000,10100,8050
2022-06-01,Maharashtra,Sangli,Sangli,TURMERIC,223,6000,9800,7900
2022-05-31,Maharashtra,Sangli,Sangli,TURMERIC,220,6000,10400,8200
2022-05-27,Maharashtra,Sangli,Sangli,TURMERIC,271,6000,11500,8750
2022-05-26,Maharashtra,Sangli,Sangli,TURMERIC,166,6000,9400,7700
2022-05-25,Maharashtra,Sangli,Sangli,TURMERIC,532,6000,10700,8350
2022-05-24,Maharashtra,Sangli,Sangli,TURMERIC,222,6000,10500,8250
2022-05-23,Maharashtra,Sangli,Sangli,TURMERIC,582,6000,10000,8000
2022-05-19,Maharashtra,Sangli,Sangli,TURMERIC,530,6000,10500,8250
2022-05-18,Maharashtra,Sangli,Sangli,TURMERIC,463,6000,11500,8750
2022-05-17,Maharashtra,Sangli,Sangli,TURMERIC,705,6000,9600,7800
2022-05-12,Maharashtra,Sangli,Sangli,TURMERIC,404,6000,11400,8700
2022-05-10,Maharashtra,Sangli,Sangli,TURMERIC,341,6000,10500,8250
2022-05-09,Maharashtra,Sangli,Sangli,TURMERIC,694,6000,10500,8250
2022-05-06,Maharashtra,Sangli,Sangli,TURMERIC,689,6000,9850,7925
2022-05-05,Maharashtra,Sangli,Sangli,TURMERIC,1244,6000,12000,9000
2022-05-04,Maharashtra,Sangli,Sangli,TURMERIC,921,6000,11300,8650
2022-04-29,Maharashtra,Sangli,Sangli,TURMERIC,969,6000,10150,8075
2022-04-25,Maharashtra,Sangli,Sangli,TURMERIC,1392,6000,11500,8750
2022-04-23,Maharashtra,Sangli,Sangli,TURMERIC,2099,6000,12800,9400
2022-04-22,Maharashtra,Sangli,Sangli,TURMERIC,1885,6000,12900,9450
2022-04-21,Maharashtra,Sangli,Sangli,TURMERIC,712,6000,11000,8500
2022-04-20,Maharashtra,Sangli,Sangli,TURMERIC,2365,6000,11000,8500
2022-04-19,Maharashtra,Sangli,Sangli,TURMERIC,3381,7000,11100,9050
2022-04-18,Maharashtra,Sangli,Sangli,TURMERIC,3048,7000,15550,11275
2022-04-16,Maharashtra,Sangli,Sangli,TURMERIC,1325,7000,12300,9650
2022-04-13,Maharashtra,Sangli,Sangli,TURMERIC,2186,7000,12850,9925
2022-04-12,Maharashtra,Sangli,Sangli,TURMERIC,4949,7000,14800,10900
2022-04-11,Maharashtra,Sangli,Sangli,TURMERIC,2808,7000,13800,10400
2022-04-09,Maharashtra,Sangli,Sangli,TURMERIC,5160,7000,13700,10350
2022-04-08,Maharashtra,Sangli,Sangli,TURMERIC,2622,7000,15000,11000
2022-04-07,Maharashtra,Sangli,Sangli,TURMERIC,6757,7000,15000,11000
2022-04-06,Maharashtra,Sangli,Sangli,TURMERIC,2429,7000,15500,11250
2022-04-05,Maharashtra,Sangli,Sangli,TURMERIC,3162,19000,20000,19500
2022-04-04,Maharashtra,Sangli,Sangli,TURMERIC,5359,7000,15400,11200
2022-03-28,Maharashtra,Sangli,Sangli,TURMERIC,3186,7000,20000,13500
2022-03-26,Maharashtra,Sangli,Sangli,TURMERIC,2203,7000,16000,11500
2022-03-25,Maharashtra,Sangli,Sangli,TURMERIC,4481,7000,13500,10250
2022-03-24,Maharashtra,Sangli,Sangli,TURMERIC,3470,7000,18000,12500
2022-03-23,Maharashtra,Sangli,Sangli,TURMERIC,5151,7000,21200,14100
2022-03-21,Maharashtra,Sangli,Sangli,TURMERIC,3041,7000,13200,10100
2022-03-19,Maharashtra,Sangli,Sangli,TURMERIC,2262,7000,13800,10400
2022-03-17,Maharashtra,Sangli,Sangli,TURMERIC,4070,7000,13200,10100
2022-03-16,Maharashtra,Sangli,Sangli,TURMERIC,4120,7000,14100,10550
2022-03-15,Maharashtra,Sangli,Sangli,TURMERIC,4073,7000,15000,11000
2022-03-14,Maharashtra,Sangli,Sangli,TURMERIC,4402,7000,14000,10500
2022-03-12,Maharashtra,Sangli,Sangli,TURMERIC,4722,7000,16710,11855
2022-03-11,Maharashtra,Sangli,Sangli,TURMERIC,3025,7000,18000,12500
2022-03-10,Maharashtra,Sangli,Sangli,TURMERIC,4349,7000,16200,11600
2022-03-09,Maharashtra,Sangli,Sangli,TURMERIC,3570,7000,13900,10450
2022-03-07,Maharashtra,Sangli,Sangli,TURMERIC,4757,7000,15100,11050
2022-03-05,Maharashtra,Sangli,Sangli,TURMERIC,3032,7000,15250,11125
2022-03-04,Maharashtra,Sangli,Sangli,TURMERIC,4346,7000,17800,12400
2022-03-03,Maharashtra,Sangli,Sangli,TURMERIC,7106,7000,20200,13600
2022-02-26,Maharashtra,Sangli,Sangli,TURMERIC,7783,7000,32100,19550
2022-02-25,Maharashtra,Sangli,Sangli,TURMERIC,1375,7000,27000,17000
2022-02-23,Maharashtra,Sangli,Sangli,TURMERIC,2204,7000,18200,12600
2022-02-22,Maharashtra,Sangli,Sangli,TURMERIC,1983,7000,21000,14000
2022-02-21,Maharashtra,Sangli,Sangli,TURMERIC,1719,7000,18750,12875
2022-02-18,Maharashtra,Sangli,Sangli,TURMERIC,1215,7000,16800,11900
2022-02-17,Maharashtra,Sangli,Sangli,TURMERIC,729,7000,16500,11750
2022-02-16,Maharashtra,Sangli,Sangli,TURMERIC,471,7000,20700,13850
2022-02-15,Maharashtra,Sangli,Sangli,TURMERIC,642,7000,14500,10750
2022-02-14,Maharashtra,Sangli,Sangli,TURMERIC,424,7000,15600,11300
2022-02-12,Maharashtra,Sangli,Sangli,TURMERIC,375,7000,14320,10660
2022-02-11,Maharashtra,Sangli,Sangli,TURMERIC,412,7000,16000,11500
2022-02-10,Maharashtra,Sangli,Sangli,TURMERIC,323,7000,17100,12050
2022-02-09,Maharashtra,Sangli,Sangli,TURMERIC,270,7000,16200,11600
2022-02-08,Maharashtra,Sangli,Sangli,TURMERIC,356,7000,15000,11000
2022-02-05,Maharashtra,Sangli,Sangli,TURMERIC,47,7000,22000,14500
2022-02-04,Maharashtra,Sangli,Sangli,TURMERIC,35,6500,10050,8275
2022-02-02,Maharashtra,Sangli,Sangli,TURMERIC,29,6000,11750,8875
2022-01-31,Maharashtra,Sangli,Sangli,TURMERIC,46,6000,12350,9175
2022-01-28,Maharashtra,Sangli,Sangli,TURMERIC,9,6000,9900,7950
2022-01-24,Maharashtra,Sangli,Sangli,TURMERIC,33,6000,11800,8900
2022-01-19,Maharashtra,Sangli,Sangli,TURMERIC,18,6000,14001,10001
2022-01-17,Maharashtra,Sangli,Sangli,TURMERIC,9,6000,13510,9755
2022-01-14,Maharashtra,Sangli,Sangli,TURMERIC,37,6000,11600,8800
2022-01-10,Maharashtra,Sangli,Sangli,TURMERIC,18,6000,13000,9500
2022-01-07,Maharashtra,Sangli,Sangli,TURMERIC,25,6000,14000,10000
2022-01-05,Maharashtra,Sangli,Sangli,TURMERIC,20,6000,18000,12000
2022-01-03,Maharashtra,Sangli,Sangli,TURMERIC,92,5000,11500,8250
2024-12-31,Maharashtra,Hingoli,Hingoli,TURMERIC,197.3,11852.5,15000,13426
2024-12-27,Maharashtra,Hingoli,Hingoli,TURMERIC,150,11200,13500,12350
2024-12-26,Maharashtra,Hingoli,Hingoli,TURMERIC,150,11300,13400,12350
2024-12-25,Maharashtra,Hingoli,Hingoli,TURMERIC,130,11100,13360,12230
2024-12-24,Maharashtra,Hingoli,Hingoli,TURMERIC,221.1,7825,9225,8606.5
2024-12-13,Maharashtra,Hingoli,Hingoli,TURMERIC,261,11500,14452.5,12976
2024-12-12,Maharashtra,Hingoli,Hingoli,TURMERIC,85.3,11800,14005,12902
2024-12-11,Maharashtra,Hingoli,Hingoli,TURMERIC,132.5,11600,13890,12745
2024-12-10,Maharashtra,Hingoli,Hingoli,TURMERIC,98.3,10005,15600,12802
2024-12-09,Maharashtra,Hingoli,Hingoli,TURMERIC,319.9,10502.5,14455,12478.5
2024-12-06,Maharashtra,Hingoli,Hingoli,TURMERIC,130,11990,14100,13045
