date,state,district,market,crop_type,arrivals_quintals,min_price_rs_quintal,max_price_rs_quintal,modal_price_rs_quintal
2023-08-01,Maharashtra,Hingoli,Hingoli,TURMERIC,378.19,11083.333333333334,16666.666666666668,13959.333333333334
2023-07-31,Maharashtra,Hingoli,Hingoli,TURMERIC,285.51,11330,14660,10798.2
2023-07-30,Maharashtra,Hingoli,Hingoli,TURMERIC,16,11500,12000,11800
2023-07-29,Maharashtra,Hingoli,Hingoli,TURMERIC,222.85000000000002,9566.666666666666,17508.333333333332,8367.333333333334
2023-07-28,Maharashtra,Hingoli,Hingoli,TURMERIC,662.62,10671.42857142857,15235,10506.142857142857
2023-07-27,Maharashtra,Hingoli,Hingoli,TURMERIC,557.3,10766.666666666666,13500.5,10074.5
2023-07-26,Maharashtra,Hingoli,Hingoli,TURMERIC,758.98,10260,14420,9854.6
2023-07-25,Maharashtra,Hingoli,Hingoli,TURMERIC,65.91,10666.666666666666,12333.333333333334,7605.333333333333
2023-07-24,Maharashtra,Hingoli,Hingoli,TURMERIC,387.93,10150,13275,8785
2023-07-23,Maharashtra,Hingoli,Hingoli,TURMERIC,15,11500,13000,12500
2023-07-22,Maharashtra,Hingoli,Hingoli,TURMERIC,218.48,10698.333333333334,14700,8635.333333333334
2023-07-21,Maharashtra,Hingoli,Hingoli,TURMERIC,337.06,10284.166666666666,13316.666666666666,9564.666666666666
2023-07-20,Maharashtra,Hingoli,Hingoli,TURMERIC,700.01,10385,14533.166666666666,10374.166666666666
2023-07-19,Maharashtra,Hingoli,Hingoli,TURMERIC,619.1600000000001,9420,13141,9070.4
2023-07-18,Maharashtra,Hingoli,Hingoli,TURMERIC,322.8,8875,12150,7758.75
2023-07-17,Maharashtra,Hingoli,Hingoli,TURMERIC,106.52,7900,13433.333333333334,6975.333333333333
2023-07-15,Maharashtra,Hingoli,Hingoli,TURMERIC,257.44,8701.666666666666,12566.666666666666,6614.333333333333
2023-07-14,Maharashtra,Hingoli,Hingoli,TURMERIC,431.51,8717.5,11518.5,8054.833333333333
2023-07-13,Maharashtra,Hingoli,Hingoli,TURMERIC,900.12,7965.8,11480,7379
2023-07-12,Maharashtra,Hingoli,Hingoli,TURMERIC,791.4200000000001,8217.5,10384.166666666666,7592.666666666667
2023-07-11,Maharashtra,Hingoli,Hingoli,TURMERIC,530.91,8601,10043,7572
2023-07-10,Maharashtra,Hingoli,Hingoli,TURMERIC,388.71,7128.75,9277.75,6215.75
2023-07-08,Maharashtra,Hingoli,Hingoli,TURMERIC,502.42,6905,8333.333333333334,6377.5
2023-07-07,Maharashtra,Hingoli,Hingoli,TURMERIC,758,7221,8461,7791
2023-07-06,Maharashtra,Hingoli,Hingoli,TURMERIC,630,6806.666666666667,8870,7838.333333333333
2023-07-05,Maharashtra,Hingoli,Hingoli,TURMERIC,343.07,7197.5,8250,5998.75
2023-07-04,Maharashtra,Hingoli,Hingoli,TURMERIC,484,7466.666666666667,9700,8583.333333333334
2023-07-03,Maharashtra,Hingoli,Hingoli,TURMERIC,676.13,6867.714285714285,7962.428571428572,6329.285714285715
2023-07-02,Maharashtra,Hingoli,Hingoli,TURMERIC,34,6900,7600,7300
2023-07-01,Maharashtra,Hingoli,Hingoli,TURMERIC,160.49,5983.333333333333,7433.333333333333,5745
2023-06-30,Maharashtra,Hingoli,Hingoli,TURMERIC,292,6437.333333333333,7862.333333333333,7174.666666666667
2023-06-28,Maharashtra,Hingoli,Hingoli,TURMERIC,39,6450,7388.5,6900
2023-06-27,Maharashtra,Hingoli,Hingoli,TURMERIC,437,6783.333333333333,7803.333333333333,7276.666666666667
2023-06-26,Maharashtra,Hingoli,Hingoli,TURMERIC,600,6363.75,7750,7144.25
2023-06-24,Maharashtra,Hingoli,Hingoli,TURMERIC,535,6033.333333333333,7800,6842.666666666667
2023-06-23,Maharashtra,Hingoli,Hingoli,TURMERIC,566,6591,7860,7285.4
2023-06-22,Maharashtra,Hingoli,Hingoli,TURMERIC,279,7100,7733.333333333333,7433.333333333333
2023-06-21,Maharashtra,Hingoli,Hingoli,TURMERIC,558,5952.75,7751.25,6802
2023-06-20,Maharashtra,Hingoli,Hingoli,TURMERIC,550,6383.333333333333,7700,7041.666666666667
2023-06-19,Maharashtra,Hingoli,Hingoli,TURMERIC,253,5841.666666666667,7468.333333333333,6355
2023-06-17,Maharashtra,Hingoli,Hingoli,TURMERIC,119,5200,6583.333333333333,6050
2023-06-16,Maharashtra,Hingoli,Hingoli,TURMERIC,820,5584.25,7159.25,6296.75
2023-06-15,Maharashtra,Hingoli,Hingoli,TURMERIC,677,5696,6901.25,6298.5
2023-06-14,Maharashtra,Hingoli,Hingoli,TURMERIC,484,5534.25,6986.25,6213.75
2023-06-13,Maharashtra,Hingoli,Hingoli,TURMERIC,493,5226.25,6334.25,5767.75
2023-06-12,Maharashtra,Hingoli,Hingoli,TURMERIC,684,5375.25,6567.25,5933.75
2023-06-10,Maharashtra,Hingoli,Hingoli,TURMERIC,50,4850,6385,5850
2023-06-09,Maharashtra,Hingoli,Hingoli,TURMERIC,764,5233.333333333333,6545.666666666667,5806
2023-06-08,Maharashtra,Hingoli,Hingoli,TURMERIC,474,5100,6288.5,5694
2023-06-07,Maharashtra,Hingoli,Hingoli,TURMERIC,477,5133.333333333333,6312.333333333333,5689.333333333333
2023-06-06,Maharashtra,Hingoli,Hingoli,TURMERIC,383,5266.666666666667,6259,5746
2023-06-05,Maharashtra,Hingoli,Hingoli,TURMERIC,274,5300,6350,5825
2023-06-03,Maharashtra,Hingoli,Hingoli,TURMERIC,54,4795,6350,5700
2023-06-02,Maharashtra,Hingoli,Hingoli,TURMERIC,380,5896.666666666667,6931.666666666667,6414
2023-06-01,Maharashtra,Hingoli,Hingoli,TURMERIC,190,5780,6650,6215
2023-05-31,Maharashtra,Hingoli,Hingoli,TURMERIC,226,5750,6567.5,6158.5
2023-05-30,Maharashtra,Hingoli,Hingoli,TURMERIC,825,5906.666666666667,6935,6421
2023-05-29,Maharashtra,Hingoli,Hingoli,TURMERIC,60,5300,6400,5725
2023-05-27,Maharashtra,Hingoli,Hingoli,TURMERIC,403,5016.666666666667,6733.333333333333,5943.333333333333
2023-05-26,Maharashtra,Hingoli,Hingoli,TURMERIC,706,5655,6949.75,6214.75
2023-05-25,Maharashtra,Hingoli,Hingoli,TURMERIC,640,4350,6960,6267.5
2023-05-24,Maharashtra,Hingoli,Hingoli,TURMERIC,313,5500,7120,6310
2023-05-23,Maharashtra,Hingoli,Hingoli,TURMERIC,160,5350,6700,6025
2023-05-22,Maharashtra,Hingoli,Hingoli,TURMERIC,385,5712.5,6950,6331
2023-05-20,Maharashtra,Hingoli,Hingoli,TURMERIC,262,5150,6950,6162.5
2023-05-19,Maharashtra,Hingoli,Hingoli,TURMERIC,74,5250,6600,5750
2023-05-18,Maharashtra,Hingoli,Hingoli,TURMERIC,260,6100,6900,6500
2023-05-17,Maharashtra,Hingoli,Hingoli,TURMERIC,1300,5750,7240,6535
2023-05-16,Maharashtra,Hingoli,Hingoli,TURMERIC,804,5613.5,7055.25,6401.25
2023-05-15,Maharashtra,Hingoli,Hingoli,TURMERIC,1391,5972.5,7151.25,6574.25
2023-05-13,Maharashtra,Hingoli,Hingoli,TURMERIC,548,5600,7066.666666666667,6275.666666666667
2023-05-12,Maharashtra,Hingoli,Hingoli,TURMERIC,611,5148,6804.2,5979
2023-05-11,Maharashtra,Hingoli,Hingoli,TURMERIC,540,5302.75,6612.75,6057.75
2023-05-10,Maharashtra,Hingoli,Hingoli,TURMERIC,653,5076.666666666667,6900,6171.666666666667
2023-05-09,Maharashtra,Hingoli,Hingoli,TURMERIC,617,5577.75,6744,6187.5
2023-05-08,Maharashtra,Hingoli,Hingoli,TURMERIC,766,5456.666666666667,6666.666666666667,6079.333333333333
2023-05-06,Maharashtra,Hingoli,Hingoli,TURMERIC,215,4870,6357,5809
2023-05-05,Maharashtra,Hingoli,Hingoli,TURMERIC,11,4900,5800,5300
2023-05-04,Maharashtra,Hingoli,Hingoli,TURMERIC,953,5326.25,6407.75,5892
2023-05-03,Maharashtra,Hingoli,Hingoli,TURMERIC,809,5002.75,6151.25,5577
2023-05-02,Maharashtra,Hingoli,Hingoli,TURMERIC,1205,4951.25,5998.75,5537.5
2023-04-29,Maharashtra,Hingoli,Hingoli,TURMERIC,448,5000,7000,6100
2023-04-28,Maharashtra,Hingoli,Hingoli,TURMERIC,2,4800,5300,5100
2023-04-27,Maharashtra,Hingoli,Hingoli,TURMERIC,534,4733.333333333333,5957,5393.333333333333
2023-04-26,Maharashtra,Hingoli,Hingoli,TURMERIC,359,4833.333333333333,6028.333333333333,5430.666666666667
2023-04-25,Maharashtra,Hingoli,Hingoli,TURMERIC,364,4968.333333333333,6216.666666666667,5592.333333333333
2023-04-24,Maharashtra,Hingoli,Hingoli,TURMERIC,473,4933.333333333333,5650,5308.333333333333
2023-04-22,Maharashtra,Hingoli,Hingoli,TURMERIC,2,5000,5500,5200
2023-04-21,Maharashtra,Hingoli,Hingoli,TURMERIC,614,5087,6126.333333333333,5598.333333333333
2023-04-20,Maharashtra,Hingoli,Hingoli,TURMERIC,506,5203.666666666667,6035.666666666667,5569.666666666667
2023-04-19,Maharashtra,Hingoli,Hingoli,TURMERIC,810,5145.25,6060.25,5590.25
2023-04-18,Maharashtra,Hingoli,Hingoli,TURMERIC,539,5027.5,6400,5688.5
2023-04-17,Maharashtra,Hingoli,Hingoli,TURMERIC,737,5121.666666666667,6350.333333333333,5744
2023-04-15,Maharashtra,Hingoli,Hingoli,TURMERIC,371,5050,5800,5476.5
2023-04-13,Maharashtra,Hingoli,Hingoli,TURMERIC,294,5366.666666666667,6291.666666666667,5862.333333333333
2023-04-12,Maharashtra,Hingoli,Hingoli,TURMERIC,438,5190,6900,6045
2023-04-11,Maharashtra,Hingoli,Hingoli,TURMERIC,218,5241.666666666667,6366.666666666667,5770.666666666667
2023-04-10,Maharashtra,Hingoli,Hingoli,TURMERIC,655,5321.25,6457.5,5876.75
2023-04-06,Maharashtra,Hingoli,Hingoli,TURMERIC,6,5100,6100,5500
2023-04-05,Maharashtra,Hingoli,Hingoli,TURMERIC,253,5500,6500,5925
2023-04-03,Maharashtra,Hingoli,Hingoli,TURMERIC,902,5750,7102.5,6426
2023-03-27,Maharashtra,Hingoli,Hingoli,TURMERIC,282,5600,7205,6402
2023-03-25,Maharashtra,Hingoli,Hingoli,TURMERIC,5,4500,5600,5200
2023-03-24,Maharashtra,Hingoli,Hingoli,TURMERIC,280,5500,6655,6077
2023-03-23,Maharashtra,Hingoli,Hingoli,TURMERIC,192,5600,6900,6250
2023-03-22,Maharashtra,Hingoli,Hingoli,TURMERIC,854,5200,7702.5,6210
2023-03-20,Maharashtra,Hingoli,Hingoli,TURMERIC,345,5652.5,6700.5,6176.5
2023-03-17,Maharashtra,Hingoli,Hingoli,TURMERIC,342,5728.5,7065,6396.5
2023-03-15,Maharashtra,Hingoli,Hingoli,TURMERIC,413,5454.5,6935,6244.5
2023-03-13,Maharashtra,Hingoli,Hingoli,TURMERIC,394,5972.5,7262.5,6617.5
2023-03-11,Maharashtra,Hingoli,Hingoli,TURMERIC,15,5600,6310,5971
2023-03-10,Maharashtra,Hingoli,Hingoli,TURMERIC,485,5856,7087.5,6471.5
2023-03-08,Maharashtra,Hingoli,Hingoli,TURMERIC,260,5721,6737.5,6229
2023-03-04,Maharashtra,Hingoli,Hingoli,TURMERIC,59,5300,6500,5810
2023-03-03,Maharashtra,Hingoli,Hingoli,TURMERIC,472,5975,7008,6491
2023-03-01,Maharashtra,Hingoli,Hingoli,TURMERIC,491,6015,7494,6754.5
2023-02-27,Maharashtra,Hingoli,Hingoli,TURMERIC,397,5900,6934,6417
2023-02-25,Maharashtra,Hingoli,Hingoli,TURMERIC,41,5400,6805,6197
2023-02-24,Maharashtra,Hingoli,Hingoli,TURMERIC,100,5500,6600,6050
2023-02-23,Maharashtra,Hingoli,Hingoli,TURMERIC,197,5667,7125,6396
2023-02-21,Maharashtra,Hingoli,Hingoli,TURMERIC,187,5751,7025,6388
2023-02-17,Maharashtra,Hingoli,Hingoli,TURMERIC,220,5700,7005,6352
2023-02-15,Maharashtra,Hingoli,Hingoli,TURMERIC,214,6250,7025,6637
2023-02-13,Maharashtra,Hingoli,Hingoli,TURMERIC,451,5404.5,6675,6039.5
2023-02-10,Maharashtra,Hingoli,Hingoli,TURMERIC,429,5765,6834.5,6300
2023-02-08,Maharashtra,Hingoli,Hingoli,TURMERIC,507,5806,6975,6390
2023-02-06,Maharashtra,Hingoli,Hingoli,TURMERIC,131,5885,6699,6292
2023-02-04,Maharashtra,Hingoli,Hingoli,TURMERIC,76,5410,7380,6386
2023-02-03,Maharashtra,Hingoli,Hingoli,TURMERIC,428,5954.5,7238.5,6615
2023-02-01,Maharashtra,Hingoli,Hingoli,TURMERIC,410,6132.5,7654,6893
2023-01-30,Maharashtra,Hingoli,Hingoli,TURMERIC,331,5850,7107.5,6478.5
2023-01-28,Maharashtra,Hingoli,Hingoli,TURMERIC,15,5605,6795,6400
2023-01-27,Maharashtra,Hingoli,Hingoli,TURMERIC,344,5850,7007.5,6434
2023-01-25,Maharashtra,Hingoli,Hingoli,TURMERIC,369,6028.5,7057.5,6543
2023-01-24,Maharashtra,Hingoli,Hingoli,TURMERIC,29,5895,7200,6533
2023-01-23,Maharashtra,Hingoli,Hingoli,TURMERIC,459,6028.5,7252.5,6640.5
2023-01-20,Maharashtra,Hingoli,Hingoli,TURMERIC,222,5925,7475,6700
2023-01-18,Maharashtra,Hingoli,Hingoli,TURMERIC,211,6089,7225,6657
2023-01-16,Maharashtra,Hingoli,Hingoli,TURMERIC,259,6039,7525,6782
2023-01-14,Maharashtra,Hingoli,Hingoli,TURMERIC,118,5700,7000,6365
2023-01-12,Maharashtra,Hingoli,Hingoli,TURMERIC,304,6050,7286,6668
2023-01-11,Maharashtra,Hingoli,Hingoli,TURMERIC,180,6005,7300,6652
2023-01-10,Maharashtra,Hingoli,Hingoli,TURMERIC,69,6000,8100,6668
2023-01-04,Maharashtra,Hingoli,Hingoli,TURMERIC,129,5800,6800,6300
2023-01-02,Maharashtra,Hingoli,Hingoli,TURMERIC,160,6145,7330,6737
2022-12-31,Maharashtra,Hingoli,Hingoli,TURMERIC,129,5510,7710,6535
2022-12-30,Maharashtra,Hingoli,Hingoli,TURMERIC,161,6100,7350,6725
2022-12-29,Maharashtra,Hingoli,Hingoli,TURMERIC,308,6226.5,7137.5,6707
2022-12-28,Maharashtra,Hingoli,Hingoli,TURMERIC,175,6358.333333333333,7255,6790
2022-12-27,Maharashtra,Hingoli,Hingoli,TURMERIC,154,6161,7676,6918
2022-12-26,Maharashtra,Hingoli,Hingoli,TURMERIC,214,6033.333333333333,6696.666666666667,6348.333333333333
2022-12-23,Maharashtra,Hingoli,Hingoli,TURMERIC,3,4500,6200,6000
2022-12-22,Maharashtra,Hingoli,Hingoli,TURMERIC,15,6100,6700,6500
2022-12-19,Maharashtra,Hingoli,Hingoli,TURMERIC,353,6139.666666666667,7130,6634.666666666667
2022-12-17,Maharashtra,Hingoli,Hingoli,TURMERIC,51,5905,7525,6775
2022-12-16,Maharashtra,Hingoli,Hingoli,TURMERIC,156,6600,7700,7150
2022-12-15,Maharashtra,Hingoli,Hingoli,TURMERIC,155,6211,7779,6825
2022-12-14,Maharashtra,Hingoli,Hingoli,TURMERIC,143,5800,6955,6377
2022-12-13,Maharashtra,Hingoli,Hingoli,TURMERIC,7,6700,7100,6900
2022-12-12,Maharashtra,Hingoli,Hingoli,TURMERIC,358,5939.666666666667,7093.333333333333,6474.666666666667
2022-12-09,Maharashtra,Hingoli,Hingoli,TURMERIC,69,5150,6650,6175
2022-12-08,Maharashtra,Hingoli,Hingoli,TURMERIC,230,6379.5,7085.5,6707.5
2022-12-05,Maharashtra,Hingoli,Hingoli,TURMERIC,196,6217,8200,7208
2022-12-03,Maharashtra,Hingoli,Hingoli,TURMERIC,3,5000,6200,5500
2022-12-02,Maharashtra,Hingoli,Hingoli,TURMERIC,134,5905,7095,6500
2022-11-30,Maharashtra,Hingoli,Hingoli,TURMERIC,225,5990,7100,6545
2022-11-28,Maharashtra,Hingoli,Hingoli,TURMERIC,286,6175,7575,6875
2022-11-26,Maharashtra,Hingoli,Hingoli,TURMERIC,64,6080,7505,6652
2022-11-24,Maharashtra,Hingoli,Hingoli,TURMERIC,281,6250,7625,6937
2022-11-23,Maharashtra,Hingoli,Hingoli,TURMERIC,293,5500,7490,6674
2022-11-22,Maharashtra,Hingoli,Hingoli,TURMERIC,3,4500,6400,6200
2022-11-21,Maharashtra,Hingoli,Hingoli,TURMERIC,269,6300,7700,7000
2022-11-19,Maharashtra,Hingoli,Hingoli,TURMERIC,118,6070,7710,6728
2022-11-18,Maharashtra,Hingoli,Hingoli,TURMERIC,264,5250,6840,6332.5
2022-11-17,Maharashtra,Hingoli,Hingoli,TURMERIC,276,5375,7112.5,6268.5
2022-11-16,Maharashtra,Hingoli,Hingoli,TURMERIC,166,6185,7800,6992
2022-11-14,Maharashtra,Hingoli,Hingoli,TURMERIC,230,6175,8181,7178
2022-11-12,Maharashtra,Hingoli,Hingoli,TURMERIC,158,5500,7380,6527
2022-11-11,Maharashtra,Hingoli,Hingoli,TURMERIC,376,5737,7143.666666666667,6573.666666666667
2022-11-09,Maharashtra,Hingoli,Hingoli,TURMERIC,314,6005.5,7267.5,6636.5
2022-11-07,Maharashtra,Hingoli,Hingoli,TURMERIC,344,5805.5,7142.5,6474
2022-11-04,Maharashtra,Hingoli,Hingoli,TURMERIC,130,6390,7500,6945
2022-11-03,Maharashtra,Hingoli,Hingoli,TURMERIC,117,5471,6677.5,6124.5
2022-11-02,Maharashtra,Hingoli,Hingoli,TURMERIC,221,5875,6928.5,6401.5
2022-10-31,Maharashtra,Hingoli,Hingoli,TURMERIC,262,5614.333333333333,6859,6286.333333333333
2022-10-29,Maharashtra,Hingoli,Hingoli,TURMERIC,2,4500,6200,5500
2022-10-28,Maharashtra,Hingoli,Hingoli,TURMERIC,196,5519.666666666667,7035.666666666667,6302.666666666667
2022-10-27,Maharashtra,Hingoli,Hingoli,TURMERIC,308,5885,8291,6388
2022-10-26,Maharashtra,Hingoli,Hingoli,TURMERIC,251,5500,7100,6216
2022-10-21,Maharashtra,Hingoli,Hingoli,TURMERIC,124,5878,7337,6606
2022-10-20,Maharashtra,Hingoli,Hingoli,TURMERIC,4,4200,5700,5200
2022-10-19,Maharashtra,Hingoli,Hingoli,TURMERIC,156,5800,6785,6292
2022-10-17,Maharashtra,Hingoli,Hingoli,TURMERIC,329,5525,6863,6191
2022-10-15,Maharashtra,Hingoli,Hingoli,TURMERIC,71,5000,6065,5491.5
2022-10-14,Maharashtra,Hingoli,Hingoli,TURMERIC,297,5778.5,7187.5,6482.5
2022-10-13,Maharashtra,Hingoli,Hingoli,TURMERIC,2,4000,5500,5000
2022-10-12,Maharashtra,Hingoli,Hingoli,TURMERIC,90,5500,6660,5830
2022-10-10,Maharashtra,Hingoli,Hingoli,TURMERIC,309,5705.5,6808,6256.5
2022-10-07,Maharashtra,Hingoli,Hingoli,TURMERIC,312,5419.666666666667,6977.333333333333,6261.666666666667
2022-10-06,Maharashtra,Hingoli,Hingoli,TURMERIC,205,5002.5,7125,6063.5
2022-10-05,Maharashtra,Hingoli,Hingoli,TURMERIC,22,5201,6261,5780
2022-10-04,Maharashtra,Hingoli,Hingoli,TURMERIC,3,5000,5800,5200
2022-10-03,Maharashtra,Hingoli,Hingoli,TURMERIC,365,5626,6766.666666666667,6271.333333333333
2022-10-01,Maharashtra,Hingoli,Hingoli,TURMERIC,118,4905,6170,5719.5
2022-09-30,Maharashtra,Hingoli,Hingoli,TURMERIC,73,5014.5,6938.5,6201.5
2022-09-29,Maharashtra,Hingoli,Hingoli,TURMERIC,222,5337.5,6502.5,6020
2022-09-28,Maharashtra,Hingoli,Hingoli,TURMERIC,224,5000,6300,5775
2022-09-27,Maharashtra,Hingoli,Hingoli,TURMERIC,112,5418.5,6148.5,5843.5
2022-09-26,Maharashtra,Hingoli,Hingoli,TURMERIC,2,4000,5500,5000
2022-09-24,Maharashtra,Hingoli,Hingoli,TURMERIC,4,4500,6000,5500
2022-09-23,Maharashtra,Hingoli,Hingoli,TURMERIC,410,5748.75,6579.5,6120.25
2022-09-22,Maharashtra,Hingoli,Hingoli,TURMERIC,410,5262,6650.333333333333,6022.666666666667
2022-09-21,Maharashtra,Hingoli,Hingoli,TURMERIC,2,4500,6200,6000
2022-09-20,Maharashtra,Hingoli,Hingoli,TURMERIC,310,5581.25,6543.75,6087.5
2022-09-19,Maharashtra,Hingoli,Hingoli,TURMERIC,279,5402.5,6787.5,6070
2022-09-16,Maharashtra,Hingoli,Hingoli,TURMERIC,113,5647.666666666667,6525,6036.333333333333
2022-09-15,Maharashtra,Hingoli,Hingoli,TURMERIC,273,5468.5,6762.5,6065.5
2022-09-14,Maharashtra,Hingoli,Hingoli,TURMERIC,134,5388.5,6568.5,6253.5
2022-09-13,Maharashtra,Hingoli,Hingoli,TURMERIC,324,5843.666666666667,6701.666666666667,6212.666666666667
2022-09-12,Maharashtra,Hingoli,Hingoli,TURMERIC,13,6000,6200,6100
2022-09-07,Maharashtra,Hingoli,Hingoli,TURMERIC,195,5666.666666666667,6533.333333333333,6166.666666666667
2022-09-06,Maharashtra,Hingoli,Hingoli,TURMERIC,2,5000,6100,5500
2022-09-05,Maharashtra,Hingoli,Hingoli,TURMERIC,719,3872.3333333333335,6625,6180
2022-09-04,Maharashtra,Hingoli,Hingoli,TURMERIC,8,6400,6500,6450
2022-09-03,Maharashtra,Hingoli,Hingoli,TURMERIC,2,5000,6300,6000
2022-09-02,Maharashtra,Hingoli,Hingoli,TURMERIC,68,6150,6775,6462.5
2022-08-29,Maharashtra,Hingoli,Hingoli,TURMERIC,3,5000,5905,5500
2022-08-28,Maharashtra,Hingoli,Hingoli,TURMERIC,6,6200,6500,6300
2022-08-25,Maharashtra,Hingoli,Hingoli,TURMERIC,213,5464.5,6578.5,6071.5
2022-08-24,Maharashtra,Hingoli,Hingoli,TURMERIC,10,5600,6200,5900
2022-08-23,Maharashtra,Hingoli,Hingoli,TURMERIC,5,5000,6000,5800
2022-08-22,Maharashtra,Hingoli,Hingoli,TURMERIC,248,5936.333333333333,6586.333333333333,6211.333333333333
2022-08-20,Maharashtra,Hingoli,Hingoli,TURMERIC,4,5500,6200,5800
2022-08-19,Maharashtra,Hingoli,Hingoli,TURMERIC,4,5500,6000,5800
2022-08-18,Maharashtra,Hingoli,Hingoli,TURMERIC,232,5938,7359,6648
2022-08-17,Maharashtra,Hingoli,Hingoli,TURMERIC,3,5000,6250,6000
2022-08-16,Maharashtra,Hingoli,Hingoli,TURMERIC,248,5611,7225,6656
2022-08-13,Maharashtra,Hingoli,Hingoli,TURMERIC,4,5730,6100,5800
2022-08-12,Maharashtra,Hingoli,Hingoli,TURMERIC,1,5000,5500,5250
2022-08-11,Maharashtra,Hingoli,Hingoli,TURMERIC,230,5805.5,6878,6415.5
2022-08-10,Maharashtra,Hingoli,Hingoli,TURMERIC,188,5750,6720,6297.5
2022-08-09,Maharashtra,Hingoli,Hingoli,TURMERIC,3,5500,5900,5800
2022-08-08,Maharashtra,Hingoli,Hingoli,TURMERIC,269,6005.5,6865.5,6435.5
2022-08-06,Maharashtra,Hingoli,Hingoli,TURMERIC,190,6000,6900,6450
2022-08-05,Maharashtra,Hingoli,Hingoli,TURMERIC,173,5783.333333333333,6533.333333333333,6166.666666666667
2022-08-04,Maharashtra,Hingoli,Hingoli,TURMERIC,365,5762,6843.333333333333,6352.333333333333
2022-08-03,Maharashtra,Hingoli,Hingoli,TURMERIC,199,5933.333333333333,6733.333333333333,6400
2022-08-02,Maharashtra,Hingoli,Hingoli,TURMERIC,383,6003.5,6918.5,6486.25
2022-08-01,Maharashtra,Hingoli,Hingoli,TURMERIC,10,6200,6400,6200
2022-07-30,Maharashtra,Hingoli,Hingoli,TURMERIC,4,6000,6500,6250
2022-07-29,Maharashtra,Hingoli,Hingoli,TURMERIC,535,6128,7655.5,6790
2022-07-28,Maharashtra,Hingoli,Hingoli,TURMERIC,1,6000,6500,6250
2022-07-27,Maharashtra,Hingoli,Hingoli,TURMERIC,165,5900,6952.5,6538.5
2022-07-26,Maharashtra,Hingoli,Hingoli,TURMERIC,263,5737,6679.666666666667,6303.666666666667
2022-07-25,Maharashtra,Hingoli,Hingoli,TURMERIC,222,5750,6645,6322.333333333333
2022-07-22,Maharashtra,Hingoli,Hingoli,TURMERIC,500,6090.25,7052.75,6596.5
2022-07-21,Maharashtra,Hingoli,Hingoli,TURMERIC,5,5000,6600,6200
2022-07-20,Maharashtra,Hingoli,Hingoli,TURMERIC,410,6009.5,6858.75,6415.25
2022-07-19,Maharashtra,Hingoli,Hingoli,TURMERIC,17,5600,6575,6275
2022-07-18,Maharashtra,Hingoli,Hingoli,TURMERIC,374,6146.333333333333,7303.666666666667,6725
2022-07-16,Maharashtra,Hingoli,Hingoli,TURMERIC,5,5000,6600,6250
2022-07-15,Maharashtra,Hingoli,Hingoli,TURMERIC,368,5908.75,6911.25,6441.25
2022-07-14,Maharashtra,Hingoli,Hingoli,TURMERIC,3,5500,6600,6200
2022-07-13,Maharashtra,Hingoli,Hingoli,TURMERIC,20,5650,6734.5,6167
2022-07-12,Maharashtra,Hingoli,Hingoli,TURMERIC,3,5600,6600,6200
2022-07-11,Maharashtra,Hingoli,Hingoli,TURMERIC,282,6080.5,7192.5,6636
2022-07-09,Maharashtra,Hingoli,Hingoli,TURMERIC,5,5500,6800,6250
2022-07-08,Maharashtra,Hingoli,Hingoli,TURMERIC,347,5974.333333333333,6914.666666666667,6444.333333333333
2022-07-07,Maharashtra,Hingoli,Hingoli,TURMERIC,13,5750,6450,6150
2022-07-06,Maharashtra,Hingoli,Hingoli,TURMERIC,375,5874.333333333333,7106.666666666667,6573.666666666667
2022-07-05,Maharashtra,Hingoli,Hingoli,TURMERIC,8,6000,6300,6150
2022-07-04,Maharashtra,Hingoli,Hingoli,TURMERIC,467,6154.75,6827.75,6503.75
2022-07-03,Maharashtra,Hingoli,Hingoli,TURMERIC,5,6000,6300,6200
2022-07-02,Maharashtra,Hingoli,Hingoli,TURMERIC,4,5500,7000,6500
2022-07-01,Maharashtra,Hingoli,Hingoli,TURMERIC,298,6002.5,6650,6326
2022-06-30,Maharashtra,Hingoli,Hingoli,TURMERIC,10,5500,6400,6200
2022-06-29,Maharashtra,Hingoli,Hingoli,TURMERIC,202,5903.666666666667,6858.666666666667,6392.333333333333
2022-06-28,Maharashtra,Hingoli,Hingoli,TURMERIC,10,5500,6300,6100
2022-06-27,Maharashtra,Hingoli,Hingoli,TURMERIC,305,5744.25,6877.25,6501.5
2022-06-26,Maharashtra,Hingoli,Hingoli,TURMERIC,8,6000,6400,6200
2022-06-24,Maharashtra,Hingoli,Hingoli,TURMERIC,242,5732.25,6942.75,6500
2022-06-23,Maharashtra,Hingoli,Hingoli,TURMERIC,15,5500,6333.333333333333,5966.666666666667
2022-06-22,Maharashtra,Hingoli,Hingoli,TURMERIC,248,5789.75,6844.25,6417
2022-06-21,Maharashtra,Hingoli,Hingoli,TURMERIC,28,5250,6250,5875
2022-06-20,Maharashtra,Hingoli,Hingoli,TURMERIC,253,5715,6991.5,6515.75
2022-06-17,Maharashtra,Hingoli,Hingoli,TURMERIC,195,6229.5,7277.5,6753.5
2022-06-16,Maharashtra,Hingoli,Hingoli,TURMERIC,1,6000,6500,6250
2022-06-15,Maharashtra,Hingoli,Hingoli,TURMERIC,261,6206.333333333333,7155,6680.666666666667
2022-06-14,Maharashtra,Hingoli,Hingoli,TURMERIC,4,5200,6200,6000
